ORDER_ID,USER_ID,PROMO_ID,ORDER_DATE,ORDER_SEQ,REDEMPTION_DATE,VALIDITY_TILL_DATE,ORDER_STAUS
OID000906,R04041,9999,26-02-2020,1,,13-12-2020,CLOSED
OID000907,R02938,9999,26-02-2020,1,,17-11-2020,CLOSED
OID000908,R00163,8434,27-02-2020,2,27-02-2020,14-08-2021,ACTIVE
OID000909,R03506,6705,28-02-2020,2,28-02-2020,27-02-2021,ACTIVE
OID000910,R04226,1817,28-02-2020,2,28-02-2020,04-05-2021,ACTIVE
OID000911,R01209,6705,28-02-2020,2,28-02-2020,10-12-2021,ACTIVE
OID000912,E01209,9999,28-02-2020,1,,30-11-2020,CLOSED
OID000913,E04189,9999,28-02-2020,1,,03-12-2020,CLOSED
OID000914,R01377,9999,28-02-2020,1,,01-11-2020,CLOSED
OID000915,R02942,1136,29-02-2020,2,29-02-2020,17-10-2021,ACTIVE
OID000916,E03749,8323,29-02-2020,1,29-02-2020,02-11-2020,CLOSED
OID000917,E02420,9999,29-02-2020,1,,08-12-2020,CLOSED
OID000918,E04920,9999,29-02-2020,1,,20-11-2020,CLOSED
OID000919,R04903,9999,29-02-2020,1,,10-12-2020,CLOSED
OID000920,R00592,9999,29-02-2020,1,,27-09-2020,CLOSED
OID000921,R01533,1817,01-03-2020,2,01-03-2020,17-01-2022,ACTIVE
OID000922,R03106,5073,01-03-2020,2,01-03-2020,24-04-2021,ACTIVE
OID000923,E03547,9999,01-03-2020,1,,03-12-2020,CLOSED
OID000924,E01241,9999,01-03-2020,1,,02-11-2020,CLOSED
OID000925,R00311,9999,01-03-2020,1,,11-10-2020,CLOSED
OID000926,R00369,9999,01-03-2020,1,,07-12-2020,CLOSED
OID000927,R01103,5101,02-03-2020,2,02-03-2020,24-12-2020,ACTIVE
OID000928,R00102,6306,02-03-2020,2,02-03-2020,26-02-2022,ACTIVE
OID000929,E03720,5101,02-03-2020,1,02-03-2020,03-12-2020,CLOSED
OID000930,E04800,9999,02-03-2020,1,,08-01-2021,CLOSED
OID000931,R03956,9999,02-03-2020,1,,10-12-2020,CLOSED
OID000932,R02813,9999,02-03-2020,1,,15-10-2020,CLOSED
OID000933,R04029,9999,02-03-2020,1,,08-01-2021,CLOSED
OID000934,R04089,9999,02-03-2020,1,,07-11-2020,CLOSED
OID000935,E01309,9999,03-03-2020,1,,10-01-2021,CLOSED
OID000936,E00981,9999,03-03-2020,1,,10-12-2020,CLOSED
OID000937,E01508,9999,03-03-2020,1,,19-11-2020,CLOSED
OID000938,R00306,6306,04-03-2020,2,04-03-2020,05-03-2022,ACTIVE
OID000939,E02744,9999,04-03-2020,1,,22-12-2020,CLOSED
OID000940,E00784,9999,04-03-2020,1,,02-01-2021,CLOSED
OID000941,R04449,9999,04-03-2020,1,,02-01-2021,CLOSED
OID000942,R02769,9999,04-03-2020,1,,12-10-2020,CLOSED
OID000943,R03849,8434,05-03-2020,2,05-03-2020,21-06-2022,ACTIVE
OID000944,R02744,6705,05-03-2020,2,05-03-2020,22-07-2021,ACTIVE
OID000945,R00399,8731,05-03-2020,2,05-03-2020,13-01-2022,ACTIVE
OID000946,R02023,7139,05-03-2020,2,05-03-2020,30-01-2021,ACTIVE
OID000947,R03528,1817,05-03-2020,2,05-03-2020,26-07-2021,ACTIVE
OID000948,E04749,9999,05-03-2020,1,,17-11-2020,CLOSED
OID000949,E02035,9999,05-03-2020,1,,05-01-2021,CLOSED
OID000950,E02071,6705,06-03-2020,1,06-03-2020,25-12-2020,CLOSED
OID000951,R04342,9999,06-03-2020,1,,25-11-2020,CLOSED
OID000952,R01466,9999,06-03-2020,1,,02-10-2020,CLOSED
OID000953,R00465,9999,06-03-2020,1,,22-10-2020,CLOSED
OID000954,R04762,9999,06-03-2020,1,,13-11-2020,CLOSED
OID000955,R03680,8731,07-03-2020,2,07-03-2020,07-08-2022,ACTIVE
OID000956,R02112,8731,07-03-2020,2,07-03-2020,25-10-2021,ACTIVE
OID000957,E00431,7139,07-03-2020,1,07-03-2020,28-12-2020,CLOSED
OID000958,E00725,9999,07-03-2020,1,,30-12-2020,CLOSED
OID000959,E01958,9999,07-03-2020,1,,10-10-2020,CLOSED
OID000960,E04535,9999,07-03-2020,1,,14-10-2020,CLOSED
OID000961,R04109,9999,07-03-2020,1,,02-11-2020,CLOSED
OID000962,R04363,9999,07-03-2020,1,,22-11-2020,CLOSED
OID000963,R03580,9999,07-03-2020,1,,13-11-2020,CLOSED
OID000964,R04940,1817,08-03-2020,2,08-03-2020,21-04-2022,ACTIVE
OID000965,E04290,9999,08-03-2020,1,,09-01-2021,CLOSED
OID000966,E04925,9999,08-03-2020,1,,03-01-2021,CLOSED
OID000967,E02453,9999,08-03-2020,1,,22-10-2020,CLOSED
OID000968,R01687,5073,09-03-2020,2,09-03-2020,11-01-2022,ACTIVE
OID000969,R03430,7139,09-03-2020,2,09-03-2020,09-04-2021,ACTIVE
OID000970,E03520,9999,09-03-2020,1,,03-12-2020,CLOSED
OID000971,E03615,9999,09-03-2020,1,,23-11-2020,CLOSED
OID000972,E01909,9999,09-03-2020,1,,13-11-2020,CLOSED
OID000973,R01291,9999,09-03-2020,1,,18-12-2020,CLOSED
OID000974,R04535,9999,09-03-2020,1,,26-12-2020,CLOSED
OID000975,R04157,9999,09-03-2020,1,,11-12-2020,CLOSED
OID000976,E04105,7139,10-03-2020,1,10-03-2020,25-10-2020,CLOSED
OID000977,E04769,8323,10-03-2020,1,10-03-2020,23-11-2020,CLOSED
OID000978,E01357,9999,10-03-2020,1,,23-11-2020,CLOSED
OID000979,R01496,6705,11-03-2020,2,11-03-2020,25-06-2021,ACTIVE
OID000980,E03506,9999,11-03-2020,1,,11-12-2020,CLOSED
OID000981,E00207,9999,11-03-2020,1,,02-10-2020,CLOSED
OID000982,E03289,9999,11-03-2020,1,,26-12-2020,CLOSED
OID000983,R00638,9999,11-03-2020,1,,01-01-2021,CLOSED
OID000984,R03928,9999,11-03-2020,1,,24-10-2020,CLOSED
OID000985,R03799,7139,12-03-2020,2,12-03-2020,13-09-2022,ACTIVE
OID000986,R02440,2949,12-03-2020,2,12-03-2020,01-04-2021,ACTIVE
OID000987,R00503,6306,12-03-2020,2,12-03-2020,06-04-2021,ACTIVE
OID000988,E04267,5101,12-03-2020,1,12-03-2020,01-01-2021,CLOSED
OID000989,E04637,9999,12-03-2020,1,,25-10-2020,CLOSED
OID000990,E00699,1817,13-03-2020,1,13-03-2020,01-11-2020,CLOSED
OID000991,R02939,5101,14-03-2020,2,14-03-2020,21-05-2022,ACTIVE
OID000992,E04116,1136,14-03-2020,1,14-03-2020,12-01-2021,CLOSED
OID000993,R00527,9999,14-03-2020,1,,22-10-2020,CLOSED
OID000994,R01711,1136,15-03-2020,2,15-03-2020,20-05-2021,ACTIVE
OID000995,R00634,1136,15-03-2020,2,15-03-2020,19-06-2021,ACTIVE
OID000996,E03343,1136,15-03-2020,1,15-03-2020,22-12-2020,CLOSED
OID000997,E04474,8434,15-03-2020,1,15-03-2020,08-01-2021,CLOSED
OID000998,E00254,6306,15-03-2020,1,15-03-2020,18-01-2021,CLOSED
OID000999,E01118,9999,15-03-2020,1,,10-12-2020,CLOSED
OID001000,E03362,9999,15-03-2020,1,,07-12-2020,CLOSED
OID001001,R00834,9999,15-03-2020,1,,24-12-2020,CLOSED
OID001002,R00282,9999,15-03-2020,1,,29-11-2020,CLOSED
OID001003,R01546,8323,16-03-2020,2,16-03-2020,24-06-2022,ACTIVE
OID001004,R03220,2949,16-03-2020,2,16-03-2020,04-02-2021,ACTIVE
OID001005,E02855,6705,16-03-2020,1,16-03-2020,02-01-2021,CLOSED
OID001006,E00834,9999,16-03-2020,1,,23-12-2020,CLOSED
OID001007,E01941,9999,16-03-2020,1,,04-01-2021,CLOSED
OID001008,R01755,9999,16-03-2020,1,,25-11-2020,CLOSED
OID001009,R01524,8731,17-03-2020,2,17-03-2020,27-09-2021,ACTIVE
OID001010,E03042,2949,17-03-2020,1,17-03-2020,01-11-2020,CLOSED
OID001011,R02850,9999,17-03-2020,1,,08-11-2020,CLOSED
OID001012,R01361,9999,17-03-2020,1,,30-11-2020,CLOSED
OID001013,R03630,9999,17-03-2020,1,,23-11-2020,CLOSED
OID001014,R00401,7139,18-03-2020,2,18-03-2020,10-05-2022,ACTIVE
OID001015,R04174,8731,18-03-2020,2,18-03-2020,13-01-2022,ACTIVE
OID001016,E00863,9999,18-03-2020,1,,10-01-2021,CLOSED
OID001017,R03058,9999,18-03-2020,1,,19-01-2021,CLOSED
OID001018,R04419,7139,19-03-2020,2,19-03-2020,13-07-2021,ACTIVE
OID001019,R03251,6306,19-03-2020,2,19-03-2020,27-02-2022,ACTIVE
OID001020,E03528,9999,19-03-2020,1,,11-12-2020,CLOSED
OID001021,E04735,5101,20-03-2020,1,20-03-2020,31-12-2020,CLOSED
OID001022,E02769,9999,20-03-2020,1,,10-11-2020,CLOSED
OID001023,E00650,9999,20-03-2020,1,,15-01-2021,CLOSED
OID001024,R03994,9999,20-03-2020,1,,17-11-2020,CLOSED
OID001025,R01388,1817,21-03-2020,2,21-03-2020,22-08-2021,ACTIVE
OID001026,E02489,9999,21-03-2020,1,,12-12-2020,CLOSED
OID001027,E01429,9999,21-03-2020,1,,02-01-2021,CLOSED
OID001028,R01642,5101,22-03-2020,2,22-03-2020,03-07-2021,ACTIVE
OID001029,R00099,8434,22-03-2020,2,22-03-2020,12-03-2021,ACTIVE
OID001030,R04739,2949,22-03-2020,2,22-03-2020,01-02-2022,ACTIVE
OID001031,E03240,9999,22-03-2020,1,,22-12-2020,CLOSED
OID001032,R01525,9999,22-03-2020,1,,28-12-2020,CLOSED
OID001033,R02832,8323,23-03-2020,2,23-03-2020,03-06-2021,ACTIVE
OID001034,R00530,1136,23-03-2020,2,23-03-2020,01-05-2021,ACTIVE
OID001035,R03901,6306,23-03-2020,2,23-03-2020,02-12-2021,ACTIVE
OID001036,E03642,9999,23-03-2020,1,,11-01-2021,CLOSED
OID001037,E03273,9999,23-03-2020,1,,29-10-2020,CLOSED
OID001038,E02968,9999,23-03-2020,1,,09-11-2020,CLOSED
OID001039,E03894,9999,23-03-2020,1,,09-11-2020,CLOSED
OID001040,R01947,9999,23-03-2020,1,,03-01-2021,CLOSED
OID001041,R00864,9999,24-03-2020,1,,23-10-2020,CLOSED
OID001042,R04637,9999,24-03-2020,1,,04-01-2021,CLOSED
OID001043,R01909,5101,25-03-2020,2,25-03-2020,14-09-2021,ACTIVE
OID001044,E00769,9999,25-03-2020,1,,18-01-2021,CLOSED
OID001045,E02825,9999,25-03-2020,1,,25-01-2021,CLOSED
OID001046,R00403,8434,26-03-2020,2,26-03-2020,30-12-2021,ACTIVE
OID001047,E01037,9999,26-03-2020,1,,25-10-2020,CLOSED
OID001048,E04127,9999,26-03-2020,1,,20-11-2020,CLOSED
OID001049,E02415,9999,26-03-2020,1,,23-12-2020,CLOSED
OID001050,E00091,9999,26-03-2020,1,,29-11-2020,CLOSED
OID001051,E01789,9999,26-03-2020,1,,10-01-2021,CLOSED
OID001052,E02889,9999,26-03-2020,1,,18-01-2021,CLOSED
OID001053,R00436,9999,26-03-2020,1,,12-12-2020,CLOSED
OID001054,R02747,9999,26-03-2020,1,,27-12-2020,CLOSED
OID001055,R00344,9999,26-03-2020,1,,15-10-2020,CLOSED
OID001056,R01958,5073,27-03-2020,2,27-03-2020,17-06-2021,ACTIVE
OID001057,E01095,7139,27-03-2020,1,27-03-2020,28-12-2020,CLOSED
OID001058,E00089,9999,27-03-2020,1,,01-01-2021,CLOSED
OID001059,R03496,9999,27-03-2020,1,,09-11-2020,CLOSED
OID001060,R00646,9999,27-03-2020,1,,31-12-2020,CLOSED
OID001061,R04735,7139,28-03-2020,2,28-03-2020,23-05-2021,ACTIVE
OID001062,R00501,1136,28-03-2020,2,28-03-2020,04-12-2021,ACTIVE
OID001063,R00717,6705,28-03-2020,2,28-03-2020,21-09-2022,ACTIVE
OID001064,E04536,9999,28-03-2020,1,,24-11-2020,CLOSED
OID001065,E01006,9999,28-03-2020,1,,14-11-2020,CLOSED
OID001066,R01628,9999,28-03-2020,1,,15-10-2020,CLOSED
OID001067,R00553,2949,29-03-2020,2,29-03-2020,15-02-2022,ACTIVE
OID001068,E01797,7139,29-03-2020,1,29-03-2020,21-11-2020,CLOSED
OID001069,E00943,9999,29-03-2020,1,,22-11-2020,CLOSED
OID001070,R01762,9999,29-03-2020,1,,25-11-2020,CLOSED
OID001071,R04472,9999,29-03-2020,1,,08-11-2020,CLOSED
OID001072,R02192,9999,29-03-2020,1,,27-11-2020,CLOSED
OID001073,R04379,1817,30-03-2020,2,30-03-2020,27-01-2022,ACTIVE
OID001074,R03889,1817,30-03-2020,2,30-03-2020,16-08-2021,ACTIVE
OID001075,R03642,2949,30-03-2020,2,30-03-2020,06-09-2021,ACTIVE
OID001076,E01639,8731,30-03-2020,1,30-03-2020,18-01-2021,CLOSED
OID001077,E00593,9999,30-03-2020,1,,31-01-2021,CLOSED
OID001078,E01966,9999,30-03-2020,1,,07-01-2021,CLOSED
OID001079,E01125,9999,30-03-2020,1,,30-12-2020,CLOSED
OID001080,R01262,9999,30-03-2020,1,,21-12-2020,CLOSED
OID001081,R03579,9999,30-03-2020,1,,12-01-2021,CLOSED
OID001082,R01337,9999,30-03-2020,1,,05-11-2020,CLOSED
OID001083,R03863,9999,30-03-2020,1,,18-11-2020,CLOSED
OID001084,R03268,8731,31-03-2020,2,31-03-2020,25-09-2021,ACTIVE
OID001085,R03807,5073,31-03-2020,2,31-03-2020,16-01-2023,ACTIVE
OID001086,R01111,5073,31-03-2020,2,31-03-2020,12-12-2020,ACTIVE
OID001087,R02783,9999,31-03-2020,1,,14-01-2021,CLOSED
OID001088,R04005,9999,31-03-2020,1,,27-01-2021,CLOSED
OID001089,R02798,9999,31-03-2020,1,,17-01-2021,CLOSED
OID001090,R01064,8731,01-04-2020,2,01-04-2020,13-11-2021,ACTIVE
OID001091,R02632,5101,01-04-2020,2,01-04-2020,14-12-2021,ACTIVE
OID001092,R03273,8731,01-04-2020,2,01-04-2020,03-04-2022,ACTIVE
OID001093,R00225,1136,01-04-2020,2,01-04-2020,05-12-2021,ACTIVE
OID001094,E02939,2949,01-04-2020,1,01-04-2020,14-11-2020,CLOSED
OID001095,E00605,9999,01-04-2020,1,,15-11-2020,CLOSED
OID001096,E02716,9999,01-04-2020,1,,21-12-2020,CLOSED
OID001097,E00640,9999,01-04-2020,1,,25-11-2020,CLOSED
OID001098,R00178,9999,01-04-2020,1,,09-12-2020,CLOSED
OID001099,R01787,9999,01-04-2020,1,,27-10-2020,CLOSED
OID001100,E03737,5073,02-04-2020,1,02-04-2020,09-11-2020,CLOSED
OID001101,E01584,9999,02-04-2020,1,,14-12-2020,CLOSED
OID001102,E04871,9999,02-04-2020,1,,12-11-2020,CLOSED
OID001103,E04378,9999,02-04-2020,1,,24-01-2021,CLOSED
OID001104,E02189,9999,02-04-2020,1,,21-11-2020,CLOSED
OID001105,E03834,9999,02-04-2020,1,,05-02-2021,CLOSED
OID001106,R04285,9999,02-04-2020,1,,05-12-2020,CLOSED
OID001107,R03720,9999,02-04-2020,1,,01-12-2020,CLOSED
OID001108,R02313,9999,02-04-2020,1,,18-01-2021,CLOSED
OID001109,R04004,9999,02-04-2020,1,,07-02-2021,CLOSED
OID001110,R04335,9999,02-04-2020,1,,09-12-2020,CLOSED
OID001111,E01525,5101,03-04-2020,1,03-04-2020,08-01-2021,CLOSED
OID001112,E04072,9999,03-04-2020,1,,15-12-2020,CLOSED
OID001113,E01883,9999,03-04-2020,1,,06-01-2021,CLOSED
OID001114,E03055,9999,03-04-2020,1,,13-11-2020,CLOSED
OID001115,R03824,9999,03-04-2020,1,,11-11-2020,CLOSED
OID001116,R03805,9999,03-04-2020,1,,25-01-2021,CLOSED
OID001117,E03160,9999,04-04-2020,1,,26-01-2021,CLOSED
OID001118,E01519,9999,04-04-2020,1,,27-11-2020,CLOSED
OID001119,E01363,9999,04-04-2020,1,,09-02-2021,CLOSED
OID001120,E04636,9999,04-04-2020,1,,27-11-2020,CLOSED
OID001121,R02139,9999,04-04-2020,1,,14-12-2020,CLOSED
OID001122,R01141,9999,04-04-2020,1,,06-11-2020,CLOSED
OID001123,R02415,9999,04-04-2020,1,,02-01-2021,CLOSED
OID001124,R00699,7139,05-04-2020,2,05-04-2020,10-06-2021,ACTIVE
OID001125,R02216,5073,05-04-2020,2,05-04-2020,12-02-2022,ACTIVE
OID001126,R01070,6306,05-04-2020,2,05-04-2020,12-05-2022,ACTIVE
OID001127,R00500,5073,05-04-2020,2,05-04-2020,07-10-2021,ACTIVE
OID001128,R04802,8731,06-04-2020,2,06-04-2020,15-06-2021,ACTIVE
OID001129,E01994,8434,06-04-2020,1,06-04-2020,15-01-2021,CLOSED
OID001130,E04449,6306,06-04-2020,1,06-04-2020,28-12-2020,CLOSED
OID001131,E04194,9999,06-04-2020,1,,03-01-2021,CLOSED
OID001132,E00325,9999,06-04-2020,1,,29-01-2021,CLOSED
OID001133,R00078,9999,06-04-2020,1,,18-12-2020,CLOSED
OID001134,R01366,9999,06-04-2020,1,,18-01-2021,CLOSED
OID001135,R01002,1817,07-04-2020,2,07-04-2020,15-10-2021,ACTIVE
OID001136,R00034,6705,07-04-2020,2,07-04-2020,05-08-2021,ACTIVE
OID001137,R01387,6306,07-04-2020,2,07-04-2020,24-07-2022,ACTIVE
OID001138,R02217,6306,07-04-2020,2,07-04-2020,24-01-2022,ACTIVE
OID001139,E00416,1136,07-04-2020,1,07-04-2020,27-12-2020,CLOSED
OID001140,E03540,9999,07-04-2020,1,,01-12-2020,CLOSED
OID001141,E04380,9999,07-04-2020,1,,09-01-2021,CLOSED
OID001142,R03354,9999,07-04-2020,1,,14-12-2020,CLOSED
OID001143,R00412,9999,07-04-2020,1,,23-12-2020,CLOSED
OID001144,R02992,9999,07-04-2020,1,,24-12-2020,CLOSED
OID001145,R00538,9999,07-04-2020,1,,22-12-2020,CLOSED
OID001146,R04590,6306,08-04-2020,2,08-04-2020,17-08-2021,ACTIVE
OID001147,R04217,8323,08-04-2020,2,08-04-2020,04-06-2022,ACTIVE
OID001148,E02848,9999,08-04-2020,1,,07-11-2020,CLOSED
OID001149,E04277,9999,08-04-2020,1,,20-12-2020,CLOSED
OID001150,E03521,9999,08-04-2020,1,,23-01-2021,CLOSED
OID001151,E01898,9999,08-04-2020,1,,28-01-2021,CLOSED
OID001152,E00225,9999,08-04-2020,1,,04-02-2021,CLOSED
OID001153,R03830,8323,09-04-2020,2,09-04-2020,14-01-2022,ACTIVE
OID001154,R04529,5101,09-04-2020,2,09-04-2020,21-10-2021,ACTIVE
OID001155,R02375,2949,09-04-2020,2,09-04-2020,23-05-2022,ACTIVE
OID001156,R00956,7139,09-04-2020,2,09-04-2020,30-03-2021,ACTIVE
OID001157,E04994,9999,09-04-2020,1,,18-11-2020,CLOSED
OID001158,R04168,9999,09-04-2020,1,,15-12-2020,CLOSED
OID001159,R00682,7139,10-04-2020,2,10-04-2020,31-08-2022,ACTIVE
OID001160,E00417,8731,10-04-2020,1,10-04-2020,09-12-2020,CLOSED
OID001161,E01263,9999,10-04-2020,1,,04-01-2021,CLOSED
OID001162,E01091,9999,10-04-2020,1,,18-12-2020,CLOSED
OID001163,E02192,9999,10-04-2020,1,,23-01-2021,CLOSED
OID001164,E03364,9999,10-04-2020,1,,22-12-2020,CLOSED
OID001165,R02872,9999,10-04-2020,1,,22-11-2020,CLOSED
OID001166,R04114,9999,10-04-2020,1,,07-02-2021,CLOSED
OID001167,R03689,7139,11-04-2020,2,11-04-2020,02-06-2021,ACTIVE
OID001168,R01668,6306,11-04-2020,2,11-04-2020,20-08-2021,ACTIVE
OID001169,E00553,9999,11-04-2020,1,,08-01-2021,CLOSED
OID001170,E03881,9999,11-04-2020,1,,01-02-2021,CLOSED
OID001171,E04005,9999,11-04-2020,1,,24-01-2021,CLOSED
OID001172,E00701,9999,11-04-2020,1,,27-01-2021,CLOSED
OID001173,R04888,8434,12-04-2020,2,12-04-2020,07-11-2021,ACTIVE
OID001174,R04466,1817,12-04-2020,2,12-04-2020,02-10-2021,ACTIVE
OID001175,E03574,2949,12-04-2020,1,12-04-2020,24-12-2020,CLOSED
OID001176,E00034,9999,12-04-2020,1,,27-11-2020,CLOSED
OID001177,E03255,9999,12-04-2020,1,,25-12-2020,CLOSED
OID001178,E03223,9999,12-04-2020,1,,25-11-2020,CLOSED
OID001179,R00836,9999,12-04-2020,1,,02-12-2020,CLOSED
OID001180,R01633,8323,13-04-2020,2,13-04-2020,21-08-2022,ACTIVE
OID001181,E01711,9999,13-04-2020,1,,20-12-2020,CLOSED
OID001182,R00154,9999,13-04-2020,1,,18-11-2020,CLOSED
OID001183,R03947,9999,13-04-2020,1,,30-11-2020,CLOSED
OID001184,R02428,9999,13-04-2020,1,,27-12-2020,CLOSED
OID001185,R01258,2949,14-04-2020,2,14-04-2020,26-02-2022,ACTIVE
OID001186,R01412,2949,14-04-2020,2,14-04-2020,02-12-2021,ACTIVE
OID001187,R04749,8434,14-04-2020,2,14-04-2020,09-02-2022,ACTIVE
OID001188,R02857,8323,14-04-2020,2,14-04-2020,19-11-2021,ACTIVE
OID001189,E03583,5073,14-04-2020,1,14-04-2020,18-02-2021,CLOSED
OID001190,E00941,9999,14-04-2020,1,,23-01-2021,CLOSED
OID001191,E02895,9999,14-04-2020,1,,19-02-2021,CLOSED
OID001192,E02276,9999,14-04-2020,1,,02-02-2021,CLOSED
OID001193,R04417,9999,14-04-2020,1,,15-02-2021,CLOSED
OID001194,R02980,8323,15-04-2020,2,15-04-2020,14-09-2021,ACTIVE
OID001195,R02477,8434,15-04-2020,2,15-04-2020,28-10-2021,ACTIVE
OID001196,R04938,8323,15-04-2020,2,15-04-2020,02-08-2021,ACTIVE
OID001197,E04109,9999,15-04-2020,1,,01-01-2021,CLOSED
OID001198,R03547,9999,15-04-2020,1,,09-01-2021,CLOSED
OID001199,R04937,6705,16-04-2020,2,16-04-2020,26-09-2021,ACTIVE
OID001200,R01422,8434,16-04-2020,2,16-04-2020,09-07-2022,ACTIVE
OID001201,R03289,8731,16-04-2020,2,16-04-2020,01-06-2022,ACTIVE
OID001202,E02832,6705,16-04-2020,1,16-04-2020,23-12-2020,CLOSED
OID001203,E01724,9999,16-04-2020,1,,29-11-2020,CLOSED
OID001204,E04940,9999,16-04-2020,1,,25-01-2021,CLOSED
OID001205,E02907,9999,16-04-2020,1,,24-01-2021,CLOSED
OID001206,E02642,9999,16-04-2020,1,,22-11-2020,CLOSED
OID001207,E01350,9999,16-04-2020,1,,02-12-2020,CLOSED
OID001208,R03583,6705,17-04-2020,2,17-04-2020,08-09-2021,ACTIVE
OID001209,R03325,5073,17-04-2020,2,17-04-2020,21-01-2021,ACTIVE
OID001210,R01977,6705,17-04-2020,2,17-04-2020,04-04-2021,ACTIVE
OID001211,R02202,8434,17-04-2020,2,17-04-2020,12-09-2021,ACTIVE
OID001212,E00715,9999,17-04-2020,1,,12-01-2021,CLOSED
OID001213,E04567,9999,17-04-2020,1,,12-11-2020,CLOSED
OID001214,E02914,9999,17-04-2020,1,,07-01-2021,CLOSED
OID001215,E00282,9999,17-04-2020,1,,06-02-2021,CLOSED
OID001216,R04779,9999,17-04-2020,1,,27-11-2020,CLOSED
OID001217,R04546,9999,17-04-2020,1,,13-01-2021,CLOSED
OID001218,R04682,7139,18-04-2020,2,18-04-2020,04-12-2021,ACTIVE
OID001219,R00359,8731,18-04-2020,2,18-04-2020,09-09-2021,ACTIVE
OID001220,R03455,8731,18-04-2020,2,18-04-2020,15-06-2022,ACTIVE
OID001221,E01412,9999,18-04-2020,1,,30-11-2020,CLOSED
OID001222,R02604,9999,18-04-2020,1,,10-02-2021,CLOSED
OID001223,R02337,2949,19-04-2020,2,19-04-2020,12-04-2022,ACTIVE
OID001224,R02977,8323,19-04-2020,2,19-04-2020,27-04-2021,ACTIVE
OID001225,R00994,2949,19-04-2020,2,19-04-2020,20-01-2022,ACTIVE
OID001226,E04126,9999,19-04-2020,1,,07-02-2021,CLOSED
OID001227,E01967,9999,19-04-2020,1,,01-02-2021,CLOSED
OID001228,R02900,9999,19-04-2020,1,,14-02-2021,CLOSED
OID001229,R01486,8323,20-04-2020,2,20-04-2020,04-11-2021,ACTIVE
OID001230,R01090,6306,20-04-2020,2,20-04-2020,16-07-2021,ACTIVE
OID001231,R03170,8434,20-04-2020,2,20-04-2020,23-03-2022,ACTIVE
OID001232,R04699,8434,20-04-2020,2,20-04-2020,26-03-2021,ACTIVE
OID001233,R02135,5073,20-04-2020,2,20-04-2020,16-04-2022,ACTIVE
OID001234,E00502,1136,20-04-2020,1,20-04-2020,05-02-2021,CLOSED
OID001235,E00276,9999,20-04-2020,1,,25-12-2020,CLOSED
OID001236,E02023,9999,20-04-2020,1,,02-02-2021,CLOSED
OID001237,E03429,9999,20-04-2020,1,,17-12-2020,CLOSED
OID001238,E01496,9999,20-04-2020,1,,05-12-2020,CLOSED
OID001239,E03694,9999,20-04-2020,1,,25-12-2020,CLOSED
OID001240,R03912,9999,20-04-2020,1,,27-12-2020,CLOSED
OID001241,E01484,9999,21-04-2020,1,,14-02-2021,CLOSED
OID001242,E03064,9999,21-04-2020,1,,22-01-2021,CLOSED
OID001243,E01264,9999,21-04-2020,1,,10-01-2021,CLOSED
OID001244,R04239,5073,22-04-2020,2,22-04-2020,07-09-2021,ACTIVE
OID001245,R04618,6306,22-04-2020,2,22-04-2020,17-10-2022,ACTIVE
OID001246,R04359,6705,22-04-2020,2,22-04-2020,03-08-2021,ACTIVE
OID001247,E01425,6306,22-04-2020,1,22-04-2020,08-01-2021,CLOSED
OID001248,E04168,9999,22-04-2020,1,,17-12-2020,CLOSED
OID001249,E03616,9999,22-04-2020,1,,13-02-2021,CLOSED
OID001250,E02033,9999,22-04-2020,1,,28-02-2021,CLOSED
OID001251,E02576,9999,22-04-2020,1,,13-01-2021,CLOSED
OID001252,R00691,8323,23-04-2020,2,23-04-2020,24-07-2022,ACTIVE
OID001253,R04817,8323,23-04-2020,2,23-04-2020,16-08-2021,ACTIVE
OID001254,E03719,9999,23-04-2020,1,,26-12-2020,CLOSED
OID001255,E03904,9999,23-04-2020,1,,30-12-2020,CLOSED
OID001256,E04089,9999,23-04-2020,1,,16-02-2021,CLOSED
OID001257,E01338,9999,23-04-2020,1,,02-12-2020,CLOSED
OID001258,R03574,9999,23-04-2020,1,,09-02-2021,CLOSED
OID001259,R02848,8323,24-04-2020,2,24-04-2020,06-06-2021,ACTIVE
OID001260,R04756,5073,24-04-2020,2,24-04-2020,24-08-2022,ACTIVE
OID001261,R01188,6306,24-04-2020,2,24-04-2020,01-10-2022,ACTIVE
OID001262,E02378,9999,24-04-2020,1,,24-01-2021,CLOSED
OID001263,R03864,9999,24-04-2020,1,,10-02-2021,CLOSED
OID001264,R03968,9999,24-04-2020,1,,18-02-2021,CLOSED
OID001265,R00784,1817,25-04-2020,2,25-04-2020,23-10-2021,ACTIVE
OID001266,R04799,8434,25-04-2020,2,25-04-2020,13-11-2021,ACTIVE
OID001267,R02453,7139,25-04-2020,2,25-04-2020,27-04-2022,ACTIVE
OID001268,E00874,9999,25-04-2020,1,,05-12-2020,CLOSED
OID001269,E03864,9999,25-04-2020,1,,15-01-2021,CLOSED
OID001270,E01347,9999,25-04-2020,1,,19-01-2021,CLOSED
OID001271,E01415,9999,25-04-2020,1,,01-02-2021,CLOSED
OID001272,R01519,9999,25-04-2020,1,,12-02-2021,CLOSED
OID001273,E02980,9999,26-04-2020,1,,02-02-2021,CLOSED
OID001274,E03630,9999,26-04-2020,1,,02-03-2021,CLOSED
